method,lambda,random_seed,h_norm,size_std,max_min_ratio,silhouette,ari,time,cluster_sizes,dataset
GMM-Dirichlet,0.0,28,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.04152369499206543,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,29,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.09661054611206055,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,0,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0026171207427978516,"[200, 200, 600]",syn_3c_imbalance_60
ER-K-Means,0.5,1,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0034821033477783203,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,2,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.003526449203491211,"[200, 200, 600]",syn_3c_imbalance_60
ER-K-Means,0.5,3,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0038056373596191406,"[200, 600, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,4,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0025696754455566406,"[200, 200, 600]",syn_3c_imbalance_60
ER-K-Means,0.5,5,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0024509429931640625,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,6,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0025844573974609375,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,7,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0034399032592773438,"[200, 600, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,8,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0038290023803710938,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,9,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0036296844482421875,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,10,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0026183128356933594,"[200, 200, 600]",syn_3c_imbalance_60
ER-K-Means,0.5,11,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0042171478271484375,"[200, 200, 600]",syn_3c_imbalance_60
ER-K-Means,0.5,12,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0026590824127197266,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,13,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.002424955368041992,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,14,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.004136323928833008,"[200, 200, 600]",syn_3c_imbalance_60
ER-K-Means,0.5,15,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.004027605056762695,"[200, 600, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,16,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.004256248474121094,"[200, 600, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,17,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0029823780059814453,"[600, 200, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,18,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.00407099723815918,"[200, 200, 600]",syn_3c_imbalance_60
ER-K-Means,0.5,19,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.003068208694458008,"[200, 600, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,20,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0022373199462890625,"[200, 600, 200]",syn_3c_imbalance_60
ER-K-Means,0.5,21,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0033888816833496094,"[200, 200, 600]",syn_3c_imbalance_60
ER-K-Means,0.5,22,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.002714872360229492,"[600, 200, 200]",syn_3c_imbalance_60
